Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,CylindersinEngine,DriveType,FuelType,FuelConsumption,Kilometres,Location,States,BodyType,Price
Toyota,2017,RAV4,SUV,2017 Toyota RAV4 GX (2WD),USED,Automatic,2,4,Front,Unleaded,7.4,128420,"Alexandria, NSW",NSW,SUV,25990
GWM,2023,Haval,Dominelli GWM,2023 GWM Haval Jolion LUX Hybrid,NEW,Automatic,1.5,4,Front,-,5,7,"Kirrawee, NSW",NSW,SUV,37485
Hyundai,2022,Tucson,SUV,2022 Hyundai Tucson Highlander N Line (awd),USED,Automatic,2,4,AWD,Diesel,6.3,13282,"Rockingham, WA", WA,SUV,54990
Ram,2019,1500,Ute / Tray,2019 Ram 1500 Laramie (4X4) FD3.2,USED,Automatic,5.7,8,4WD,Unleaded,9.9,84921,"Granville, NSW",NSW,UTE,88990
Hyundai,2016,Accent,Hatchback,2016 Hyundai Accent Active,USED,Automatic,1.4,4,Front,Unleaded,6.2,204969,"Minchinbury, NSW",NSW,Hatchback,12990
Volkswagen,2021,Tiguan,SUV,2021 Volkswagen Tiguan 132TSI Life,USED,Automatic,2,4,AWD,Premium,8.8,17290,"Waterloo, NSW",NSW,SUV,43888
Land Rover,2017,Discovery,SUV,2017 Land Rover Discovery TD6 S,USED,Automatic,3,6,4WD,Diesel,7.2,80895,"Auburn, NSW",NSW,SUV,56999
Toyota,2011,Estima,Nippon Motors,2011 Toyota Estima G Hybrid,USED,Automatic,,,Other,Unleaded,,138822,"Ingleburn, NSW",NSW,Van,24900
Hyundai,2018,Kona,SUV,2018 Hyundai Kona Highlander (awd),USED,Automatic,1.6,4,AWD,Unleaded,6.7,53606,"Smeaton Grange, NSW",NSW,SUV,29490
Volvo,2023,Xc,DEMO,2023 Volvo Xc 90 Recharge Ultimate T8 Geartronic AWD Plug-In Hybrid,DEMO,Automatic,,,Other,Premium,,836,"Warwick Farm, NSW",NSW,SUV,139990
Peugeot,2015,308,Hatchback,2015 Peugeot 308 Allure,USED,Automatic,1.2,3,Front,Premium,5.1,162071,"Minchinbury, NSW",NSW,Hatchback,13995
Mitsubishi,2019,Outlander,SUV,2019 Mitsubishi Outlander LS 7 Seat (2WD),USED,Automatic,2.4,4,Front,Unleaded,6.8,105308,"Myaree, WA", WA,SUV,28790
Land Rover,2015,Discovery,SUV,2015 Land Rover Discovery 4 3.0 SDV6 SE,USED,Automatic,3,6,4WD,Diesel,8.8,139584,"Castle Hill, NSW",NSW,SUV,49800
Mini,2012,Coupe,Coupe,2012 Mini Coupe Cooper S,USED,Manual,1.6,4,Front,Premium,6.3,123022,"Laverton North, VIC",VIC,Coupe,22990
Subaru,2020,Forester,SUV,2020 Subaru Forester 2.0E-L Hybrid (awd),USED,Automatic,2,4,AWD,Hybrid,6.7,50111,"Alexandria, NSW",NSW,SUV,37990
Mitsubishi,2019,ASX,SUV,2019 Mitsubishi ASX ES (2WD),USED,Automatic,2,4,Front,Unleaded,7.6,60361,"Campbelltown, NSW",NSW,SUV,23911
Kia,2019,Cerato,Hatchback,2019 Kia Cerato S,USED,Automatic,2,4,Front,Unleaded,7.4,48543,"Alexandria, NSW",NSW,Hatchback,24990
Mercedes-Benz,2017,A-CLASS,USED Dealer ad,2017 Mercedes-Benz A-CLASS,USED,-,,,Other,Premium,,81144,"Osborne Park, WA", WA,Hatchback,55990
Volvo,2020,XC40,SUV,2020 Volvo XC40 T4 Inscription (awd),USED,Automatic,2,4,AWD,Premium,8,54823,"Liverpool, NSW",NSW,SUV,44997
Ford,2021,Ranger,Ute / Tray,2021 Ford Ranger Raptor X 2.0 (4X4),USED,Automatic,2,4,4WD,Diesel,8.2,22177,"Sylvania, NSW",NSW,UTE,72990
Mazda,2020,3,Hatchback,2020 Mazda 3 G25 Astina,USED,Manual,2.5,4,Front,Unleaded,6.3,58627,"Alexandria, NSW",NSW,Hatchback,31990
Porsche,2016,Macan,SUV,2016 Porsche Macan S,USED,Automatic,3,6,AWD,Premium,8.7,119081,"Rozelle, NSW",NSW,SUV,52800
Isuzu,2023,D-MAX,Alto Isuzu Ute New Cars,2023 Isuzu D-MAX SX (4X4),NEW,Automatic,3,4,4WD,Diesel,8,25,"Blacktown, NSW",NSW,UTE,57599
Volkswagen,2023,Crafter,DEMO,2023 Volkswagen Crafter 50 MWB TDI410,DEMO,Automatic,,,Rear,Diesel,,1520,"Mascot, NSW",NSW,Van,83888
Mercedes-Benz,2017,Sprinter,Commercial,2017 Mercedes-Benz Sprinter 319CDI MWB,USED,Automatic,3,6,Rear,Diesel,0,187563,"Bankstown, NSW",NSW,Van,36888
Toyota,2011,Yaris,Hatchback,2011 Toyota Yaris YR,USED,Manual,1.3,4,Front,Unleaded,5.7,114287,"Granville, NSW",NSW,Hatchback,9950
Ford,2006,Fairlane,Sedan,2006 Ford Fairlane Ghia,USED,Automatic,4,6,Rear,Unleaded,12,263644,"Osborne Park, WA", WA,Sedan,10990
Toyota,2010,Vellfire,Autoproject,2010 Toyota Vellfire 2.4Z,USED,Automatic,,,Other,Premium,,128752,"Braeside, VIC",VIC,People Mover,22888
Ford,2019,Everest,SUV,2019 Ford Everest Titanium (4WD 7 Seat),USED,Automatic,2,4,4WD,Diesel,7.1,59501,"Warwick Farm, NSW",NSW,SUV,56500
Mercedes-Benz,2016,S-Class,USED Dealer ad,2016 Mercedes-Benz S-Class S500 7G-Tronic +,USED,Automatic,,,Rear,Premium,,62258,"Blacktown, NSW",NSW,Sedan,95880
Hyundai,2011,I30,Hatchback,2011 Hyundai I30 SX,USED,Automatic,2,4,Front,Unleaded,7.6,241632,"Wentworthville, NSW",NSW,Hatchback,5995
BMW,2016,M4,Convertible,2016 BMW M4 Competition,USED,Automatic,3,6,Rear,Premium,8.3,54746,"Carlton, NSW",NSW,Convertible,82888
Audi,2020,A3,Sedan,2020 Audi A3 35 Tfsi (1.4 Tfsi),USED,Automatic,1.4,4,Front,Premium,4.9,73172,"Zetland, NSW",NSW,Sedan,34880
Nissan,2020,Juke,SUV,2020 Nissan Juke ST-L,USED,Automatic,1,3,Front,Premium,5.8,15949,"Liverpool, NSW",NSW,SUV,31990
Nissan,2009,Navara,Ute / Tray,2009 Nissan Navara ST (4X4),USED,Manual,2.5,4,4WD,Diesel,9.8,312400,"Osborne Park, WA", WA,UTE,12990
Kia,2022,RIO,Hatchback,2022 Kia RIO Sport,USED,Automatic,1.4,4,Front,Unleaded,6,2909,"Alexandria, NSW",NSW,Hatchback,26990
Mercedes-Benz,2018,GLC200,SUV,2018 Mercedes-Benz GLC200,USED,Automatic,2,4,AWD,Premium,7.2,87864,"Rozelle, NSW",NSW,SUV,42800
Audi,2023,A5,DEMO,2023 Audi A5 45 Tfsi Quattro S Line Mhev,DEMO,-,2,4,AWD,Hybrid,7.1,2088,"Artarmon, NSW",NSW,Sedan,96888
GWM,2023,UTE,Dominelli GWM,2023 GWM UTE Cannon-L (4X4),NEW,Automatic,2,4,4WD,Diesel,9.4,30,"Kirrawee, NSW",NSW,UTE,43490
LDV,2022,Mifa,Wagon,2022 LDV Mifa 9 Luxe 90KWH EV,USED,Automatic,,0 L,Front,Electric,0,462,"Brookvale, NSW",NSW,Wagon,117990
Toyota,2007,Hilux,Ute / Tray,2007 Toyota Hilux SR (4X4),USED,Manual,3,4,4WD,Diesel,8.5,305785,"Coopers Plains, QLD",QLD,UTE,18499
MG,2023,ZST,Alto Blacktown MG,2023 MG ZST Core,NEW,Automatic,1.5,4,Front,-,6.9,15,"Blacktown, NSW",NSW,SUV,27690
Audi,2014,RS,SUV,2014 Audi RS Q3 2.5 Tfsi Quattro,USED,Automatic,2.5,5,AWD,Premium,8.8,70319,"Liverpool, NSW",NSW,SUV,45950
Holden,2011,Commodore,Ute / Tray,2011 Holden Commodore SV6,USED,Manual,3.6,6,Rear,Unleaded,10.2,144125,"Homebush, NSW",NSW,UTE,18999
Nissan,2023,X-Trail,"08 **** ****
",2023 Nissan X-Trail,DEMO,-,,,Other,Unleaded,,1576,"Osborne Park, WA", WA,Wagon,49890
Toyota,1999,Land,Gregg Watts Used Cars (CCM),1999 Toyota Land Cruiser Prado GXL,USED,Automatic,,,Other,Unleaded,,275050,"Minchinbury, NSW",NSW,Wagon,10995
Toyota,2002,RAV4,SUV,2002 Toyota RAV4 Advantage,USED,Manual,2,4,4WD,Unleaded,9,331488,"Granville, NSW",NSW,SUV,6490
Mazda,2021,BT-50,Ute / Tray,2021 Mazda BT-50 GT (4X4),USED,Automatic,3,4,4WD,Diesel,8,31642,"Arncliffe, NSW",NSW,UTE,59990
Ford,2015,Ranger,Ute / Tray,2015 Ford Ranger XL 2.2 (4X4),USED,Automatic,2.2,4,4WD,Diesel,9.4,261037,"Campbelltown, NSW",NSW,UTE,27950
Subaru,2022,WRX,Wagon,2022 Subaru WRX TS (awd),USED,Automatic,2.4,4,AWD,Premium,8.5,14975,"Liverpool, NSW",NSW,Wagon,53990
Toyota,2019,Hilux,Ute / Tray,2019 Toyota Hilux SR (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.5,102036,"Bassendean, WA", WA,UTE,48290
Mitsubishi,2019,ASX,SUV,2019 Mitsubishi ASX ES (2WD),USED,Automatic,2,4,Front,Unleaded,7.6,51795,"Moorebank, NSW",NSW,SUV,24990
Mazda,2018,CX-5,SUV,2018 Mazda CX-5 Maxx Sport (4X2) (5YR),USED,Automatic,2,4,Front,Unleaded,6.9,66594,"Stanmore, NSW",NSW,SUV,28490
Volkswagen,2014,Touareg,SUV,2014 Volkswagen Touareg 150 TDI,USED,Automatic,3,6,AWD,Diesel,7.2,258591,"Minchinbury, NSW",NSW,SUV,19880
Hyundai,2015,Tucson,SUV,2015 Hyundai Tucson Active X (fwd),USED,Automatic,2,4,Front,Unleaded,7.9,71078,"Mornington, VIC",VIC,SUV,24990
Land Rover,2020,Defender,SUV,2020 Land Rover Defender 110 P400 S (249KW),USED,Automatic,3,6,AWD,Unleaded,9.9,16136,"Concord, NSW",NSW,SUV,127888
Nissan,2016,Patrol,SUV,2016 Nissan Patrol ST (4X4),USED,Manual,3,4,4WD,Diesel,10.9,111234,"Osborne Park, WA", WA,SUV,39990
Audi,2010,A4,Sedan,2010 Audi A4 3.0 TDI Quattro,USED,Automatic,3,6,AWD,Diesel,6.9,172195,"Five Dock, NSW",NSW,Sedan,14999
Toyota,2014,Landcruiser,Ute / Tray,2014 Toyota Landcruiser Workmate (4X4),USED,Manual,4.5,8,4WD,Diesel,11.9,168888,"Roselands, NSW",NSW,UTE,64900
Lexus,2019,NX300,SUV,2019 Lexus NX300 Crafted Edition (fwd),USED,Automatic,2,4,Front,Premium,7.7,35533,"Rozelle, NSW",NSW,SUV,52800
Jaguar,2017,F-Type,Coupe,2017 Jaguar F-Type V6 (250KW),USED,Automatic,3,6,Rear,Premium,8.4,26616,"Rydalmere, NSW",NSW,Coupe,109950
Suzuki,2018,Vitara,SUV,2018 Suzuki Vitara RT-S,USED,Automatic,1.6,4,Front,Unleaded,6,30464,"Minchinbury, NSW",NSW,SUV,29995
Mazda,2016,BT-50,JR Motors World,2016 Mazda BT-50 UR XT Utility Dual Cab 4dr Man 6sp 4x4 3.2DT,USED,Manual,,,Other,-,,148940,"Blacktown, NSW",NSW,UTE,32990
Land Rover,2016,Vogue,SUV,2016 Land Rover Range Rover Vogue SE SDV8,USED,Automatic,4.4,8,AWD,Diesel,8.7,36974,"Carlton, NSW",NSW,SUV,115888
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Automatic,2.8,4,4WD,Diesel,8.5,107356,"Bibra Lake, WA", WA,UTE,45975
Mercedes-Benz,2011,E250,Sedan,2011 Mercedes-Benz E250 CDI Avantgarde,USED,Automatic,2.1,4,Rear,Diesel,5.9,140615,"Rydalmere, NSW",NSW,Sedan,21950
Toyota,2019,Corolla,Hatchback,2019 Toyota Corolla ZR,USED,Automatic,2,4,Front,Unleaded,6,42000,"Five Dock, NSW",NSW,Hatchback,32999
Holden,2010,Commodore,Sedan,2010 Holden Commodore International,USED,Automatic,3,6,Rear,Unleaded,9.3,147234,"Minchinbury, NSW",NSW,Sedan,11995
Nissan,2013,Caravan,Melbourne Automobiles Pty Ltd,2013 Nissan Caravan Premium GX,USED,Automatic,,,Other,-,,266699,"Braeside, VIC",VIC,Van,18888
Volkswagen,2019,Amarok,Ute / Tray,2019 Volkswagen Amarok V6 TDI 580 Ultimate,USED,Automatic,3,6,4WD,Diesel,8.9,16480,"Penrith, NSW",NSW,UTE,64888
Nissan,2020,Patrol,SUV,2020 Nissan Patrol TI (4X4),USED,Automatic,5.6,8,4WD,Premium,14.4,98450,"Cannington, WA", WA,SUV,77850
Nissan,2022,X-Trail,SUV,2022 Nissan X-Trail ST (4WD) 7 Seat,USED,Automatic,2.5,4,4WD,Unleaded,7.8,581,"Alexandria, NSW",NSW,SUV,43990
Hyundai,2016,I30,Hatchback,2016 Hyundai I30 Active,USED,Automatic,1.8,4,Front,Unleaded,7.3,45459,"Alexandria, NSW",NSW,Hatchback,20990
Mercedes-Benz,2018,A200,Hatchback,2018 Mercedes-Benz A200,USED,Automatic,1.3,4,Front,Premium,5.7,34442,"Liverpool, NSW",NSW,Hatchback,51950
Volkswagen,2012,Tiguan,SUV,2012 Volkswagen Tiguan 132 TSI (4X4),USED,Automatic,2,4,AWD,Premium,8.8,133050,"Rydalmere, NSW",NSW,SUV,14950
Toyota,2012,Hiace,Commercial,2012 Toyota Hiace Slwb,USED,Automatic,3,4,Rear,Diesel,8,237387,"Ingleburn, NSW",NSW,Van,29900
Nissan,2019,X-Trail,SUV,2019 Nissan X-Trail ST (2WD),USED,Automatic,2.5,4,Front,Unleaded,7.9,71029,"Smithfield, NSW",NSW,SUV,21800
Mitsubishi,2020,Outlander,SUV,2020 Mitsubishi Outlander ES 7 Seat (2WD),USED,Automatic,2.4,4,Front,Unleaded,7.2,49659,"Bibra Lake, WA", WA,SUV,29975
Kia,2018,Carnival,Wagon,2018 Kia Carnival SLI,USED,Automatic,2.2,4,Front,Diesel,7.7,71001,"Ryde, NSW",NSW,Wagon,42990
Holden,2016,Cruze,Hatchback,2016 Holden Cruze Z-Series,USED,Automatic,1.8,4,Front,Unleaded,7.4,91684,"Granville, NSW",NSW,Hatchback,13990
Mazda,2023,CX-5,Rockdale Mazda New,2023 Mazda CX-5 Maxx Sport (awd),NEW,Automatic,2.5,4,AWD,Unleaded,7.5,7,"Arncliffe, NSW",NSW,SUV,47188
Holden,2012,Captiva,SUV,2012 Holden Captiva 7 SX (fwd),USED,Automatic,2.4,4,Front,Unleaded,9.1,121484,"Osborne Park, WA", WA,SUV,13990
Toyota,2023,Camry,"02 **** ****
",2023 Toyota Camry Hybrid,USED,-,,,Other,-,,275,"Chatswood, NSW",NSW,Sedan,48788
Mitsubishi,2007,Pajero,SUV,2007 Mitsubishi Pajero VR-X LWB (4X4),USED,Automatic,3.2,4,4WD,Diesel,10.5,268163,"Underwood, QLD",QLD,SUV,14990
MG,2022,HS,Alto North Shore MG,2022 MG HS Essence,NEW,Automatic,1.5,4,Front,Unleaded,7.3,8,"Artarmon, NSW",NSW,SUV,39990
Volkswagen,2019,Amarok,Ute / Tray,2019 Volkswagen Amarok TDI550 Core 4Motion (4X4),USED,Manual,3,6,4WD,Diesel,9.7,50196,"Penrith, NSW",NSW,UTE,49888
Land Rover,2017,Velar,Southside Auto Wholesale,2017 Land Rover Range Rover Velar Standard,USED,Automatic,,,Other,Diesel,,56396,"Caringbah, NSW",NSW,Wagon,65990
BMW,2009,320I,Sedan,2009 BMW 320I Executive,USED,Automatic,2,4,Rear,Unleaded,8,94800,"Campbelltown, NSW",NSW,Sedan,10990
Hyundai,2012,I40,Sedan,2012 Hyundai I40 Active,USED,Automatic,2,4,Front,Unleaded,7.5,157018,"Minchinbury, NSW",NSW,Sedan,15990
Volkswagen,2016,Multivan,Wagon,2016 Volkswagen Multivan Comfortline TDI340,USED,Automatic,2,4,Front,Diesel,7.7,177097,"Cannington, WA", WA,Wagon,31990
Ram,2022,1500,NEW In stock,2022 Ram 1500 Express SWB,NEW,Automatic,,,Other,Unleaded,,-,"Warwick Farm, NSW",NSW,UTE,108990
Kia,2020,Seltos,SUV,2020 Kia Seltos Sport+ (fwd),USED,Automatic,2,4,Front,Unleaded,6.8,34692,"Alexandria, NSW",NSW,SUV,33990
Mercedes-Benz,2014,CLA200,Sedan,2014 Mercedes-Benz CLA200,USED,Automatic,1.6,4,Front,Premium,5.7,67796,"Jamisontown, NSW",NSW,Sedan,31990
Land Rover,2019,Velar,SUV,2019 Land Rover Range Rover Velar P550 SV A/B Dynamic (405KW),USED,Automatic,5,8,AWD,Premium,11.7,57967,"Concord, NSW",NSW,SUV,147888
Audi,2018,Q3,SUV,2018 Audi Q3 2.0 Tfsi Sport Quattro (132KW),USED,Automatic,2,4,AWD,Premium,6.7,39507,"Rozelle, NSW",NSW,SUV,37800
Toyota,2019,Landcruiser,SUV,2019 Toyota Landcruiser Prado GXL (4X4),USED,Automatic,2.8,4,4WD,Diesel,8,91658,"Bentley, WA", WA,SUV,63380
Hyundai,2012,Veloster,Hatchback,2012 Hyundai Veloster SR Turbo,USED,Manual,1.6,4,Front,Unleaded,6.4,125055,"Minchinbury, NSW",NSW,Hatchback,18990
Isuzu,2011,D-MAX,Ute / Tray,2011 Isuzu D-MAX LS-U (4X4),USED,Automatic,3,4,4WD,Diesel,9,225223,"Coopers Plains, QLD",QLD,UTE,22499
Skoda,2020,Kodiaq,SUV,2020 Skoda Kodiaq 176 TDI RS (4X4),USED,Automatic,2,4,4WD,Diesel,6.2,43425,"Liverpool, NSW",NSW,SUV,50990
Toyota,2023,Hilux,Ute / Tray,2023 Toyota Hilux Workmate HI-Rider (4X2),USED,Manual,2.4,4,Front,Diesel,7.7,21,"Pennant Hills, NSW",NSW,UTE,42777
BMW,2021,M4,Sylvania BMW Used Cars,2021 BMW M4 Competition M Steptronic M xDrive,USED,Automatic,,,Other,Premium,,6598,"Sylvania, NSW",NSW,Coupe,184988
Volvo,2022,XC40,Volvo Cars Liverpool,2022 Volvo XC40 Ultimate B4 Bright Mhev,DEMO,Automatic,2,4,AWD,Premium,7.1,2728,"Warwick Farm, NSW",NSW,SUV,61990
Toyota,2022,RAV4,SUV,2022 Toyota RAV4 XSE (2WD) Hybrid,USED,Automatic,2.5,4,Front,Hybrid,4.7,52640,"Bentley, WA", WA,SUV,56988
Nissan,2010,Elgrand,Nippon Motors,2010 Nissan Elgrand Highway Star Premium,USED,Automatic,,,Front,Unleaded,,28672,"Ingleburn, NSW",NSW,Wagon,35900
Toyota,2015,RAV4,SUV,2015 Toyota RAV4 Cruiser (4X4),USED,Automatic,2.5,4,AWD,Unleaded,8.5,128739,"Mosman, NSW",NSW,SUV,28990
Toyota,2009,Landcruiser,Ute / Tray,2009 Toyota Landcruiser GX (4X4),USED,Manual,4.5,8,4WD,Diesel,11.5,218999,"Roselands, NSW",NSW,UTE,58900
Chery,2013,J3,Triple F Autos Pty Ltd,2013 Chery J3 M1X Hatchback 5dr Man 5sp 1.6i,USED,Manual,,,Other,Unleaded,,59167,"Merrylands, NSW",NSW,Hatchback,5990
Toyota,2020,Corolla,Sedan,2020 Toyota Corolla Ascent Sport + Navigation,USED,Automatic,2,4,Front,Unleaded,6,11204,"Warwick Farm, NSW",NSW,Sedan,29300
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux Workmate,USED,Manual,2.4,4,Rear,Diesel,7.7,70401,"Mandurah, WA", WA,UTE,35990
Lexus,2018,LX570,SUV,2018 Lexus LX570,USED,Automatic,5.7,8,4WD,Premium,14.4,94273,"Waterloo, NSW",NSW,SUV,105900
Subaru,2007,Forester,SUV,2007 Subaru Forester XT Luxury,USED,Automatic,2.5,4,AWD,Premium,11.1,226288,"Essendon, VIC",VIC,SUV,11990
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux Workmate,USED,Automatic,2.7,4,Rear,Unleaded,10.9,116411,"Granville, NSW",NSW,UTE,23999
Volvo,2022,XC40,Volvo Cars Liverpool,2022 Volvo XC40 Ultimate B4 Bright Mhev,DEMO,Automatic,2,4,AWD,Premium,7.1,1096,"Warwick Farm, NSW",NSW,SUV,65990
Volkswagen,2023,Transporter,Sydney City Volkswagen Commercial,2023 Volkswagen Transporter TDI340 LWB,DEMO,Automatic,2,4,Front,Diesel,8.3,1520,"Mascot, NSW",NSW,Van,73888
Mercedes-Benz,2021,G63,SUV,2021 Mercedes-Benz G63,USED,Automatic,4,8,AWD,Premium,13.1,50501,"Rydalmere, NSW",NSW,SUV,309950
Toyota,2017,Hilux,Ute / Tray,2017 Toyota Hilux SR (4X4),USED,Manual,2.8,4,4WD,Diesel,8.1,208093,"Bibra Lake, WA", WA,UTE,33975
Mercedes-Benz,2018,C300,Wagon,2018 Mercedes-Benz C300,USED,Automatic,2,4,Rear,Premium,7.2,46222,"Brookvale, NSW",NSW,Wagon,48999
Ford,2015,Falcon,Sedan,2015 Ford Falcon G6E Turbo,USED,Automatic,4,6,Rear,Unleaded,11.7,98617,"Liverpool, NSW",NSW,Sedan,44950
Holden,2006,Barina,Sedan,2006 Holden Barina,USED,Automatic,1.6,4,Front,Unleaded,7.7,126715,"Lidcombe, NSW",NSW,Sedan,7990
Hyundai,2014,IX35,SUV,2014 Hyundai IX35 Trophy (fwd),USED,Automatic,2,4,Front,Unleaded,8.4,170884,"Minchinbury, NSW",NSW,SUV,14995
Ford,2022,Escape,SUV,2022 Ford Escape ST-Line (fwd),USED,Automatic,2,4,Front,Premium,8.6,2512,"Myaree, WA", WA,SUV,38999
Lexus,2017,LC500,Coupe,2017 Lexus LC500 V8,USED,Automatic,5,8,Rear,Premium,11.6,66398,"Waterloo, NSW",NSW,Coupe,129900
Nissan,2008,X-Trail,SUV,2008 Nissan X-Trail ST-L (4X4),USED,Automatic,2.5,4,4WD,Unleaded,9.3,286000,"Granville, NSW",NSW,SUV,8995
Toyota,1996,Land,National Vehicles,1996 Toyota Land Cruiser VXL,USED,Automatic,,,Other,Diesel,,306000,"Braeside, VIC",VIC,Wagon,43990
Holden,2005,Commodore,Ute / Tray,2005 Holden Commodore,USED,Manual,3.6,6,Rear,Unleaded,0,180042,"Saint Marys, NSW",NSW,UTE,12990
Honda,2019,HR-V,SUV,2019 Honda HR-V VTI-S,USED,Automatic,1.8,4,Front,Unleaded,6.9,9491,"Alexandria, NSW",NSW,SUV,29990
Suzuki,2002,Grand,SUV,2002 Suzuki Grand Vitara Sports (4X4) (wide),USED,Manual,2,4,4WD,Unleaded,10.2,225544,"Yagoona, NSW",NSW,SUV,5999
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger Sport 2.0 (4X4),USED,Automatic,2,4,4WD,Diesel,7.6,8116,"Myaree, WA", WA,UTE,77990
MG,2022,HS,Alto North Shore MG,2022 MG HS Essence X,NEW,Automatic,2,4,AWD,Unleaded,9.5,26,"Artarmon, NSW",NSW,SUV,43868
Mitsubishi,2010,Challenger,SUV,2010 Mitsubishi Challenger XLS (5 Seat) (4X4),USED,Automatic,2.5,4,4WD,Diesel,9.8,280012,"Five Dock, NSW",NSW,SUV,12999
HSV,2017,Clubsport,Sedan,2017 HSV Clubsport R8 LSA,USED,Automatic,6.2,8,Rear,Premium,15,19986,"Liverpool, NSW",NSW,Sedan,115449
Toyota,2017,Camry,Sedan,2017 Toyota Camry Altise Hybrid,USED,Automatic,2.5,4,Front,Hybrid,5.2,73987,"Alexandria, NSW",NSW,Sedan,29990
Mitsubishi,2013,Outlander,SUV,2013 Mitsubishi Outlander LS (4X2),USED,Automatic,2,4,Front,Unleaded,6.6,106733,"Arncliffe, NSW",NSW,SUV,18990
Isuzu,2016,D-MAX,Ute / Tray,2016 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,3,4,Rear,Diesel,7.9,112789,"Alexandria, NSW",NSW,UTE,29990
Toyota,2007,Yaris,Hatchback,2007 Toyota Yaris YRS,USED,Automatic,1.5,4,Front,Unleaded,6.7,71800,"Mount Lawley, WA", WA,Hatchback,9900
Nissan,2020,X-Trail,SUV,2020 Nissan X-Trail ST (4X4),USED,Automatic,2.5,4,4WD,Unleaded,8.3,51216,"Alexandria, NSW",NSW,SUV,28990
Mercedes-Benz,2020,CLA45,Sedan,2020 Mercedes-Benz CLA45 S 4Matic+,USED,Automatic,2,4,AWD,Premium,8.9,25254,"Artarmon, NSW",NSW,Sedan,99900
BMW,2019,330I,Sedan,2019 BMW 330I M-Sport,USED,Automatic,2,4,Rear,Unleaded,6.4,70658,"Bentleigh, VIC",VIC,Sedan,52990
Audi,2022,Q7,Audi Alto Artarmon New Cars,2022 Audi Q7 45 TDI Quattro Mhev,DEMO,Automatic,3,6,AWD,Hybrid,7,5798,"Artarmon, NSW",NSW,SUV,117688
MG,2022,HS,Alto North Shore MG,2022 MG HS Vibe,NEW,Automatic,1.5,4,Front,Unleaded,7.3,11,"Artarmon, NSW",NSW,SUV,32990
Hyundai,2021,Ioniq,Hatchback,2021 Hyundai Ioniq Electric Premium,USED,Automatic,,0 L,Front,Electric,0,17611,"Bentley, WA", WA,Hatchback,42977
Lexus,2020,RX300,SUV,2020 Lexus RX300 Luxury,USED,Automatic,2,4,Front,Premium,8.1,26272,"Waterloo, NSW",NSW,SUV,63900
Ford,2020,Ranger,Ute / Tray,2020 Ford Ranger Raptor 2.0 (4X4),USED,Automatic,2,4,4WD,Diesel,8.2,47913,"Rozelle, NSW",NSW,UTE,69800
Volkswagen,2022,T-ROC,NEW In stock,2022 Volkswagen T-ROC R Grid Edition,NEW,-,2,4,AWD,Premium,8.3,-,"Liverpool, NSW",NSW,SUV,60990
Ford,2019,Ranger,Dominelli Ford,2019 Ford Ranger,USED,Automatic,,,Other,Diesel,,84138,"Kirrawee, NSW",NSW,UTE,59999
Toyota,2021,C-HR,USED Dealer ad,2021 Toyota C-HR Koba,USED,-,,,Other,-,,12393,"Chatswood, NSW",NSW,Wagon,44888
Toyota,2018,Hilux,Ute / Tray,2018 Toyota Hilux SR HI-Rider,USED,Automatic,2.8,4,Rear,Diesel,7.3,106695,"Rydalmere, NSW",NSW,UTE,34950
Nissan,2020,Navara,Ute / Tray,2020 Nissan Navara SL (4X4),USED,Automatic,2.3,4,4WD,Diesel,7.1,107900,"Liverpool, NSW",NSW,UTE,38779
Ford,2022,Ranger,Ute / Tray,2022 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,3.2,5,4WD,Diesel,8.9,13614,"Myaree, WA", WA,UTE,64990
Toyota,2017,Corolla,My Car Choice,2017 Toyota Corolla Fielder Hybrid,USED,Automatic,,,Other,Unleaded,,108298,"Greenacre, NSW",NSW,Wagon,23999
Mercedes-Benz,2018,CLA250,Sedan,2018 Mercedes-Benz CLA250 Sport 4Matic,USED,Automatic,2,4,AWD,Premium,6.9,69677,"Blacktown, NSW",NSW,Sedan,45990
Volvo,2023,Xc,DEMO,2023 Volvo Xc 60 Plus B5 AWD,DEMO,Automatic,,,Other,Premium,,1032,"Warwick Farm, NSW",NSW,SUV,71990
Jeep,2018,Wrangler,SUV,2018 Jeep Wrangler Unlimited Sport (4X4),USED,Automatic,3.6,6,4WD,Unleaded,11.7,27510,"Padstow, NSW",NSW,SUV,51990
Hyundai,2012,Elantra,Sedan,2012 Hyundai Elantra Active,USED,Automatic,1.8,4,Front,Unleaded,7.1,144330,"Croydon, NSW",NSW,Sedan,12990
Mercedes-Benz,2017,Sprinter,Remy Car Company,2017 Mercedes-Benz Sprinter 416CDI High Roof LWB 7G-Tronic,USED,Automatic,,,Rear,Diesel,,255821,"Slacks Creek, QLD",QLD,Van,44990
