Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,States,CylindersinEngine,BodyType,Doors,Seats,Price
Honda,2019.0,2019 Honda CR-V VTI-S (2WD),SUV,2019 Honda CR-V VTI-S (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,80602,Silver / -,"East Maitland, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,28986
Toyota,2014.0,2014 Toyota Hilux Workmate,Ute / Tray,2014 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,11.5 L / 100 km,77096,White / Black,"Bennetts Green, NSW",NSW,4 cyl,UTE, 2 Doors, 3 Seats,21500
Hyundai,2018.0,2018 Hyundai Santa FE Elite Crdi Satin (awd),SUV,2018 Hyundai Santa FE Elite Crdi Satin (awd),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.5 L / 100 km,114449,Grey / Black,"Mcgraths Hill, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,39888
Toyota,2008.0,2008 Toyota Kluger KX-R (fwd) 7 Seat,SUV,2008 Toyota Kluger KX-R (fwd) 7 Seat,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,11 L / 100 km,250191,Green / Grey,"Islington, NSW",NSW,6 cyl,SUV, 4 Doors, 7 Seats,9850
Honda,2017.0,2017 Honda Odyssey VTI-L,Wagon,2017 Honda Odyssey VTI-L,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.8 L / 100 km,50000,- / -,"Campsie, NSW",NSW,4 cyl,Wagon, 4 Doors, 7 Seats,38950
Lexus,2005.0,2005 Lexus RX330 Sports Luxury,SUV,2005 Lexus RX330 Sports Luxury,USED,Automatic,"6 cyl, 3.3 L",4WD,Unleaded,17.2 L / 100 km,151505,Silver / -,"Beresfield, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,11800
Ford,2010.0,2010 Ford Escape,SUV,2010 Ford Escape,USED,Automatic,"4 cyl, 2.3 L",4WD,Unleaded,10.5 L / 100 km,106610,Black / Black,"Minchinbury, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,12990
Mazda,2017.0,2017 Mazda CX-9 Sport (fwd),SUV,2017 Mazda CX-9 Sport (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,120507,Grey / Black,"Mayfield West, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,28990
Lexus,2018.0,2018 Lexus NX300 Sports Luxury (awd),SUV,2018 Lexus NX300 Sports Luxury (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.9 L / 100 km,37980,Grey / Black Leather,"Brookvale, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,56990
Honda,2018.0,2018 Honda Other,Australian Motor Traders,2018 Honda Other,USED,Automatic,-,Front,Premium,-,79997,Black / -,"Haberfield, NSW",NSW,-,Hatchback, 5 Seats,,24995
Subaru,2013.0,2013 Subaru XV 2.0I,SUV,2013 Subaru XV 2.0I,USED,Manual,"4 cyl, 2 L",AWD,Unleaded,7.3 L / 100 km,184281,Orange / -,"Lambton, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,12990
Nissan,2014.0,2014 Nissan Micra ST-L,Hatchback,2014 Nissan Micra ST-L,USED,Automatic,"3 cyl, 1.2 L",Front,Unleaded,6.5 L / 100 km,174697,Blue / Black,"Liverpool, NSW",NSW,3 cyl,Hatchback, 5 Doors, 5 Seats,6888
Isuzu,2018.0,2018 Isuzu D-MAX SX (4X4),Ute / Tray,2018 Isuzu D-MAX SX (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.7 L / 100 km,128978,White / -,"Sandgate, NSW",NSW,4 cyl,UTE, 2 Doors, 4 Seats,42995
Hyundai,2012.0,2012 Hyundai Veloster,Hatchback,2012 Hyundai Veloster,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,202000,Yellow / Grey,"Waratah, NSW",NSW,4 cyl,Hatchback, 3 Doors, 4 Seats,10990
Mercedes-Benz,2016.0,2016 Mercedes-Benz GLC43,SUV,2016 Mercedes-Benz GLC43,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.8 L / 100 km,119828,White / -,"Kirrawee, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,48490
Mazda,2023.0,2023 Mazda BT-50 XT (4X4),Rockdale Mazda New,2023 Mazda BT-50 XT (4X4),NEW,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,7,Grey / Black Cloth,"Arncliffe, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,60888
Mercedes-Benz,2019.0,2019 Mercedes-Benz GLC200,SUV,2019 Mercedes-Benz GLC200,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,46465,Silver / Black,"Bennetts Green, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,68990
Ssangyong,2023.0,2023 Ssangyong Rexton ELX (awd),Hunter Valley Motor Group,2023 Ssangyong Rexton ELX (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.7 L / 100 km,7,White / -,"Rutherford, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,48990
Ford,2008.0,2008 Ford Falcon XT (lpg),Sedan,2008 Ford Falcon XT (lpg),USED,Automatic,"6 cyl, 4 L",Rear,LPG,16 L / 100 km,157557,Blue / Black/Grey Cloth,"Elderslie, NSW",NSW,6 cyl,Sedan, 4 Doors, 5 Seats,6999
Ford,2013.0,2013 Ford Ranger XL 2.2 (4X4),Ute / Tray,2013 Ford Ranger XL 2.2 (4X4),USED,Manual,"4 cyl, 2.2 L",4WD,Diesel,8.1 L / 100 km,113222,White / -,"North Strathfield, NSW",NSW,4 cyl,UTE, 2 Doors, 3 Seats,19950
LDV,2022.0,2022 LDV T60 MAX Luxe (4X4),Ute / Tray,2022 LDV T60 MAX Luxe (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.3 L / 100 km,13366,Blue / -,"Glendale, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,39990
Hyundai,2021.0,2021 Hyundai I30 N Limited Edition,Hatchback,2021 Hyundai I30 N Limited Edition,USED,Manual,"4 cyl, 2 L",Front,Premium,8.5 L / 100 km,16828,Grey / Black,"Greenacre, NSW",NSW,4 cyl,Hatchback, 4 Doors, 5 Seats,59800
Hyundai,2023.0,2023 Hyundai Santa FE Highlander Crdi (awd),Lancaster Automotive Holdings New Cars,2023 Hyundai Santa FE Highlander Crdi (awd),NEW,Automatic,"4 cyl, 2.2 L",AWD,Diesel,6.1 L / 100 km,45,White / Black,"Singleton, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,71897
Mazda,2001.0,2001 Mazda Tribute Luxury,SUV,2001 Mazda Tribute Luxury,USED,Automatic,"6 cyl, 3 L",4WD,Unleaded,13 L / 100 km,293647,Gold / -,"Lansvale, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,4990
Holden,2018.0,2018 Holden Commodore LT (5YR),Wagon,2018 Holden Commodore LT (5YR),USED,Automatic,"4 cyl, 2 L",Front,Premium,7.7 L / 100 km,71523,Silver / -,"Nowra, NSW",NSW,4 cyl,Wagon, 4 Doors, 5 Seats,24999
Toyota,2018.0,2018 Toyota C-HR Koba (2WD),SUV,2018 Toyota C-HR Koba (2WD),USED,Automatic,"4 cyl, 1.2 L",Front,Premium,5.5 L / 100 km,112348,Grey / Black,"Homebush, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,27990
Audi,2021.0,2021 Audi Q7 45 TDI Quattro Mhev,SUV,2021 Audi Q7 45 TDI Quattro Mhev,USED,Automatic,"6 cyl, 3 L",AWD,Hybrid,7 L / 100 km,52726,White / Black,"Maryville, NSW",NSW,6 cyl,SUV, 4 Doors, 7 Seats,88990
Mazda,2023.0,2023 Mazda BT-50 SP (4X4),Ute / Tray,2023 Mazda BT-50 SP (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8 L / 100 km,250,White / -,"South Nowra, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,69990
Holden,2011.0,2011 Holden Caprice V,Sedan,2011 Holden Caprice V,USED,Automatic,"8 cyl, 6 L",Rear,Premium,14.5 L / 100 km,257864,Blue / -,"Beresfield, NSW",NSW,8 cyl,Sedan, 4 Doors, 5 Seats,10800
Volvo,2015.0,2015 Volvo XC60 D4 Luxury,SUV,2015 Volvo XC60 D4 Luxury,USED,Automatic,"5 cyl, 2.4 L",AWD,Diesel,6.3 L / 100 km,196645,Black / -,"Minchinbury, NSW",NSW,5 cyl,SUV, 4 Doors, 5 Seats,17800
Toyota,2018.0,2018 Toyota Hiace S-GL Dark Prime Edition Widebody 4WD Dark Prime Edition,"02 **** ****
",2018 Toyota Hiace S-GL Dark Prime Edition Widebody 4WD Dark Prime Edition,USED,-,-,Other,Unleaded,-,78019,Black / Grey,"West Ryde, NSW",NSW,-,Van,,,66888
Toyota,2018.0,2018 Toyota Hilux Rogue (4X4),Ute / Tray,2018 Toyota Hilux Rogue (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.5 L / 100 km,75863,Red / Black,"Gateshead, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,59990
Holden,2008.0,2008 Holden Commodore SS-V,Wagon,2008 Holden Commodore SS-V,USED,Automatic,"8 cyl, 6 L",Rear,Premium,14.6 L / 100 km,252100,Red / Black,"Hamilton, NSW",NSW,8 cyl,Wagon, 4 Doors, 5 Seats,18990
Ford,2015.0,2015 Ford Everest Ambiente,SUV,2015 Ford Everest Ambiente,USED,Automatic,"5 cyl, 3.2 L",AWD,Diesel,8.5 L / 100 km,190540,Red / -,"Maitland, NSW",NSW,5 cyl,SUV, 4 Doors, 7 Seats,29990
Mercedes-Benz,2011.0,2011 Mercedes-Benz E250 CGI Avantgarde,Coupe,2011 Mercedes-Benz E250 CGI Avantgarde,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,7.9 L / 100 km,93542,Grey / Black Leather,"Minchinbury, NSW",NSW,4 cyl,Coupe, 2 Doors, 4 Seats,24995
Volvo,2011.0,2011 Volvo XC90 3.2 R-Design,SUV,2011 Volvo XC90 3.2 R-Design,USED,Automatic,"6 cyl, 3.2 L",AWD,Premium,11.5 L / 100 km,224861,Silver / -,"Caringbah, NSW",NSW,6 cyl,SUV, 4 Doors, 7 Seats,9990
Nissan,1989.0,1989 Nissan Skyline,USED Dealer ad,1989 Nissan Skyline,USED,Manual,-,Other,Premium,-,41489,Grey / Black,"Smeaton Grange, NSW",NSW,-,Sedan,,,72888
GWM,2021.0,2021 GWM Haval H6 LUX,SUV,2021 GWM Haval H6 LUX,USED,Automatic,"4 cyl, 2 L",Front,Premium,9.8 L / 100 km,17584,Blue / Black,"East Maitland, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,34990
BMW,2011.0,2011 BMW 320D,Coupe,2011 BMW 320D,USED,Automatic,"4 cyl, 2 L",Rear,Diesel,5.3 L / 100 km,173100,Black / Black,"Hamilton, NSW",NSW,4 cyl,Coupe, 2 Doors, 4 Seats,14990
Toyota,2004.0,2004 Toyota Landcruiser GXL (4X4),SUV,2004 Toyota Landcruiser GXL (4X4),USED,Automatic,"8 cyl, 4.7 L",4WD,Unleaded,0 L / 100 km,329187,Silver / -,"Penrith, NSW",NSW,8 cyl,SUV, 4 Doors, 8 Seats,19950
Ssangyong,2023.0,2023 Ssangyong Musso XLV ELX,Hunter Valley Motor Group,2023 Ssangyong Musso XLV ELX,NEW,Automatic,"4 cyl, 2.2 L",4WD,Diesel,9 L / 100 km,5,White / -,"Rutherford, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,40290
Mazda,2014.0,2014 Mazda CX-9 Grand Touring,SUV,2014 Mazda CX-9 Grand Touring,USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,11.2 L / 100 km,113000,- / -,"Campsie, NSW",NSW,6 cyl,SUV, 4 Doors, 7 Seats,25950
Holden,2009.0,2009 Holden Cruze CDX,Sedan,2009 Holden Cruze CDX,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7 L / 100 km,59623,Black / Black,"Leichhardt, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,6750
Toyota,2023.0,2023 Toyota Corolla Ascent Sport + Convenience PK,Hatchback,2023 Toyota Corolla Ascent Sport + Convenience PK,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,52,White / -,"Rutherford, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,35970
Jeep,2015.0,2015 Jeep Grand Cherokee Limited (4X4),SUV,2015 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,127382,Black / Grey,"Edgeworth, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,35990
Mitsubishi,2023.0,2023 Mitsubishi Triton GLX (4X4),Ute / Tray,2023 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8.6 L / 100 km,55,White / -,"Ryde, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,45880
Suzuki,2013.0,2013 Suzuki Swift GL,Hatchback,2013 Suzuki Swift GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,130617,White / Grey,"Mayfield West, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,13990
Volkswagen,2013.0,2013 Volkswagen Amarok 2H TDI420 Highline Utility Dual Cab 4dr Auto 8sp 4Motion (4X,Mr Car,2013 Volkswagen Amarok 2H TDI420 Highline Utility Dual Cab 4dr Auto 8sp 4Motion (4X,USED,Automatic,-,Other,Diesel,-,231521,Grey / -,"Rouse Hill, NSW",NSW,-,UTE,,,21990
Kia,2022.0,2022 Kia Sportage S (awd),SUV,2022 Kia Sportage S (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.3 L / 100 km,5860,Black / Grey,"Arncliffe, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,41888
Mazda,2019.0,2019 Mazda CX-5 GT (4X4),SUV,2019 Mazda CX-5 GT (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.2 L / 100 km,65300,White / Grey,"Nowra, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,37990
Volkswagen,2018.0,2018 Volkswagen Tiguan 162 TSI Highline,SUV,2018 Volkswagen Tiguan 162 TSI Highline,USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.1 L / 100 km,58018,Black / -,"Bathurst, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,41990
Nissan,2011.0,2011 Nissan Navara ST (4X4),Ute / Tray,2011 Nissan Navara ST (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.8 L / 100 km,223551,White / -,"Lambton, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,15990
Holden,2009.0,2009 Holden Commodore Omega (D/Fuel),Sedan,2009 Holden Commodore Omega (D/Fuel),USED,Automatic,"6 cyl, 3.6 L",Rear,LPG,14.2 L / 100 km,197168,Silver / -,"Cardiff, NSW",NSW,6 cyl,Sedan, 4 Doors, 5 Seats,8990
Toyota,2021.0,2021 Toyota Hilux SR HI-Rider,Ute / Tray,2021 Toyota Hilux SR HI-Rider,USED,Automatic,"4 cyl, 2.8 L",Rear,Diesel,7.5 L / 100 km,39766,White / Black,"North Strathfield, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,47950
Jeep,2015.0,2015 Jeep Wrangler Overland (4X4),SUV,2015 Jeep Wrangler Overland (4X4),USED,Automatic,"6 cyl, 3.6 L",4WD,Unleaded,11.3 L / 100 km,106830,White / -,"Croydon, NSW",NSW,6 cyl,SUV, 2 Doors, 4 Seats,39999
Mitsubishi,2017.0,2017 Mitsubishi Triton GLS (4X4),Ute / Tray,2017 Mitsubishi Triton GLS (4X4),USED,Manual,"4 cyl, 2.4 L",4WD,Diesel,7.2 L / 100 km,216306,White / Grey,"Mayfield West, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,27990
Volkswagen,2009.0,2009 Volkswagen Passat 125 TDI,Wagon,2009 Volkswagen Passat 125 TDI,USED,Automatic,"4 cyl, 2 L",Front,Diesel,6.8 L / 100 km,160007,Silver / Black,"Maryville, NSW",NSW,4 cyl,Wagon, 4 Doors, 5 Seats,8980
Toyota,2016.0,2016 Toyota Hilux Workmate,Ute / Tray,2016 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,10.9 L / 100 km,161994,White / Black,"North Strathfield, NSW",NSW,4 cyl,UTE, 2 Doors, 2 Seats,24950
Isuzu,2018.0,2018 Isuzu MU-X LS-M (4X2),SUV,2018 Isuzu MU-X LS-M (4X2),USED,Automatic,"4 cyl, 3 L",Front,Diesel,8 L / 100 km,89550,White / -,"South Nowra, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,34990
Hyundai,2014.0,2014 Hyundai I30 Trophy,Hatchback,2014 Hyundai I30 Trophy,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,166805,Blue / -,"Beresfield, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,9500
Toyota,2009.0,2009 Toyota Alphard V6,USED Dealer ad,2009 Toyota Alphard V6,USED,-,-,Other,-,-,103497,Grey / Gunmetal Grey,"Greenacre, NSW",NSW,-,People Mover,,,24990
Jeep,2012.0,2012 Jeep Grand Cherokee Laredo (4X4),SUV,2012 Jeep Grand Cherokee Laredo (4X4),USED,Automatic,"6 cyl, 3 L",AWD,Diesel,8.3 L / 100 km,209380,Black / -,"Maryville, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,14971
Jaguar,2009.0,2009 Jaguar XF 5.0 V8 Luxury,Sedan,2009 Jaguar XF 5.0 V8 Luxury,USED,Automatic,"8 cyl, 5 L",Rear,Premium,11.1 L / 100 km,167680,Silver / Black,"Haberfield, NSW",NSW,8 cyl,Sedan, 4 Doors, 5 Seats,18888
Nissan,2014.0,2014 Nissan Qashqai TI (4X2),SUV,2014 Nissan Qashqai TI (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,123413,Black / -,"East Maitland, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,19986
Subaru,2008.0,2008 Subaru Impreza WRX STI,Hatchback,2008 Subaru Impreza WRX STI,USED,Manual,"4 cyl, 2.5 L",AWD,Premium,10.3 L / 100 km,155359,Grey / -,"Homebush, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,34990
Skoda,2016.0,2016 Skoda Fabia 81 TSI,Wagon,2016 Skoda Fabia 81 TSI,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,4.8 L / 100 km,83418,Black / -,"Beresfield, NSW",NSW,4 cyl,Wagon, 4 Doors, 5 Seats,15800
Nissan,2018.0,2018 Nissan Leaf G,Sydney City Traders,2018 Nissan Leaf G,USED,Automatic,-,Other,-,-,23819,Black / Black,"Five Dock, NSW",NSW,-,Hatchback,,,36995
Hyundai,2019.0,2019 Hyundai Sonata Active,Sedan,2019 Hyundai Sonata Active,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.3 L / 100 km,134536,White / Grey,"Cardiff, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,18888
Kia,2009.0,2009 Kia RIO LX,Hatchback,2009 Kia RIO LX,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,182057,Orange / -,"Beresfield, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,5800
Mercedes-Benz,2015.0,2015 Mercedes-Benz C250,Sedan,2015 Mercedes-Benz C250,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6 L / 100 km,99346,White / Red,"Brookvale, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,31980
Mazda,2017.0,2017 Mazda BT-50 GT (4X4),Ute / Tray,2017 Mazda BT-50 GT (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,40790,Blue / -,"Nowra, NSW",NSW,5 cyl,UTE, 4 Doors, 5 Seats,44999
Hyundai,2011.0,2011 Hyundai IX35 Highlander (awd),SUV,2011 Hyundai IX35 Highlander (awd),USED,Automatic,"4 cyl, 2.4 L",AWD,Unleaded,9.2 L / 100 km,199959,White / -,"Cardiff, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,12913
Nissan,2020.0,2020 Nissan Leaf E+,Hatchback,2020 Nissan Leaf E+,USED,Automatic,0 L,Front,Electric,0 L / 100 km,33250,Blue / Black,"Five Dock, NSW",NSW,0 L,Hatchback, 5 Doors, 5 Seats,52995
Toyota,2019.0,2019 Toyota Rav 4 GXL 2WD,Rockdale Mazda,2019 Toyota Rav 4 GXL 2WD,USED,Automatic,-,Front,Unleaded,-,59003,White / Grey,"Arncliffe, NSW",NSW,-,Wagon,,,35990
Mazda,2022.0,2022 Mazda CX-3 Maxx Sport (fwd),SUV,2022 Mazda CX-3 Maxx Sport (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,23619,- / -,"East Maitland, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,30986
Volkswagen,2023.0,2023 Volkswagen T-ROC 110TSI STYLE RESTRICTED FEAT,"02 **** ****
",2023 Volkswagen T-ROC 110TSI STYLE RESTRICTED FEAT,NEW,-,-,Other,-,-,5,Red / -,"Bathurst, NSW",NSW,-,Wagon,,,48990
Holden,2019.0,2019 Holden Trailblazer Z71 (4X4),SUV,2019 Holden Trailblazer Z71 (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.6 L / 100 km,104750,White / Black,"East Maitland, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,44986
Holden,2016.0,2016 Holden Captiva 7 LS (fwd),SUV,2016 Holden Captiva 7 LS (fwd),USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9 L / 100 km,156652,White / -,"Lambton, NSW",NSW,4 cyl,SUV, 4 Doors, 7 Seats,12990
Mercedes-Benz,2014.0,2014 Mercedes-Benz M-Class ML250 BlueTEC 7G-Tronic +,Phillips & Co Automotive,2014 Mercedes-Benz M-Class ML250 BlueTEC 7G-Tronic +,USED,Automatic,-,Other,Diesel,-,183501,Grey / Black,"Brookvale, NSW",NSW,-,Wagon,,,24999
Toyota,2011.0,2011 Toyota Hilux SR (4X4),Ute / Tray,2011 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,9.5 L / 100 km,160878,White / Grey,"Cardiff, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,26850
Mazda,2014.0,2014 Mazda BT-50 XTR (4X4),Ute / Tray,2014 Mazda BT-50 XTR (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,197942,Silver / -,"Cardiff, NSW",NSW,5 cyl,UTE, 4 Doors, 5 Seats,19913
Honda,2008.0,2008 Honda Accord Euro Euro,Sedan,2008 Honda Accord Euro Euro,USED,Automatic,"4 cyl, 2.4 L",Front,Premium,8.9 L / 100 km,66667,Silver / Black,"Homebush, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,15990
Suzuki,2008.0,2008 Suzuki Grand Vitara (4X4),SUV,2008 Suzuki Grand Vitara (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.9 L / 100 km,206258,White / Grey,"Yagoona, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,11999
Toyota,2021.0,2021 Toyota RAV4 Cruiser (awd) Hybrid,SUV,2021 Toyota RAV4 Cruiser (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,68606,Red / -,"Hamilton East, NSW",NSW,4 cyl,SUV, 5 Doors, 5 Seats,53760
Toyota,2002.0,2002 Toyota Camry Altise,Sedan,2002 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.5 L / 100 km,102000,Blue / Grey,"Kurri Kurri, NSW",NSW,4 cyl,Sedan, 4 Doors, 5 Seats,6999
Mitsubishi,2011.0,2011 Mitsubishi Triton GLX-R (4X4),Ute / Tray,2011 Mitsubishi Triton GLX-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1 L / 100 km,270610,Grey / Grey,"Edgeworth, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,12990
Toyota,2009.0,2009 Toyota Estima Aeras,Sydney City Traders,2009 Toyota Estima Aeras,USED,Automatic,-,Other,-,-,112418,Silver / Black,"Five Dock, NSW",NSW,-,Wagon,,,14995
Toyota,1998.0,1998 Toyota Landcruiser (4X4),SUV,1998 Toyota Landcruiser (4X4),USED,Manual,"6 cyl, 4.2 L",4WD,Diesel,0 L / 100 km,415902,White / -,"Beresfield, NSW",NSW,6 cyl,SUV, 4 Doors, 6 Seats,14800
Porsche,2018.0,2018 Porsche 718 Cayman GTS,Coupe,2018 Porsche 718 Cayman GTS,USED,Manual,"4 cyl, 2.5 L",Rear,Unleaded,9.1 L / 100 km,22638,Red / Black,"Carlton, NSW",NSW,4 cyl,Coupe, 2 Doors, 2 Seats,169888
Holden,2016.0,2016 Holden Colorado LS (4X4),Ute / Tray,2016 Holden Colorado LS (4X4),USED,Manual,"4 cyl, 2.8 L",4WD,Diesel,7.9 L / 100 km,124847,White / -,"Boolaroo, NSW",NSW,4 cyl,UTE, 4 Doors, 5 Seats,24800
Mitsubishi,2017.0,2017 Mitsubishi ASX XLS (4WD),SUV,2017 Mitsubishi ASX XLS (4WD),USED,Automatic,"4 cyl, 2.3 L",4WD,Diesel,6 L / 100 km,151963,White / Grey,"Singleton, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,22990
Toyota,2019.0,2019 Toyota Landcruiser Prado GX (4X4),SUV,2019 Toyota Landcruiser Prado GX (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,110717,White / Black,"North Strathfield, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,49950
Toyota,2013.0,2013 Toyota FJ Cruiser,SUV,2013 Toyota FJ Cruiser,USED,Automatic,"6 cyl, 4 L",4WD,Premium,11.4 L / 100 km,115630,- / -,"Haberfield, NSW",NSW,6 cyl,SUV, 4 Doors, 5 Seats,52990
Hyundai,2019.0,2019 Hyundai Kona Active (fwd),SUV,2019 Hyundai Kona Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,44845,Blue / -,"Maitland, NSW",NSW,4 cyl,SUV, 4 Doors, 5 Seats,29888
BMW,2014.0,2014 BMW 218I Active Tourer Sport Line,Hatchback,2014 BMW 218I Active Tourer Sport Line,USED,Automatic,"3 cyl, 1.5 L",Front,Premium,5.2 L / 100 km,176494,White / -,"Beresfield, NSW",NSW,3 cyl,Hatchback, 4 Doors, 5 Seats,14800
Toyota,2021.0,2021 Toyota Corolla Ascent Sport Hybrid,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,41556,White / -,"South Nowra, NSW",NSW,4 cyl,Hatchback, 5 Doors, 5 Seats,30990
